amount,hour1,state1,zip1,custAttr1,field1,custAttr2,field2,hour2,flag1,total,field3,field4,indicator1,indicator2,flag2,flag3,flag4,flag5,fraud,day
38.85,11,CA,928,1234567890125070,3,gqrpbghigohhy@msn.com,1,11,0,38.85,-12418,10,0,0,0,0,0,1,1,3
38.85,1,WA,980,1234567890151780,3,uasvrrgzbdeqm@gmail.com,0,1,0,38.85,3145,20,0,0,0,0,0,1,0,38
12.95,13,MI,486,1234567890172950,3,znnvholwipdmc@yahoo.com,0,13,1,12.95,3818,9,0,0,0,0,0,2,0,66
38.85,15,NY,122,1234567890191940,2,gfhnanyebvzaq2000@yahoo.com,0,15,1,38.85,2496,9,0,0,0,0,0,1,0,91
38.85,10,ND,582,1234567890170700,3,pcqjpkaofbchd@igvfxlzq.com,1,11,0,38.85,2055,8,0,0,1,0,0,1,0,63
38.85,12,TX,770,1234567890192570,3,gktiijicjaijq@aol.com,1,12,0,38.85,211,22,0,0,1,0,0,1,0,92
12.95,15,NY,130,1234567890192740,3,quktravjqxmgd@twcny.rr.com,0,15,0,12.95,838,18,0,0,0,0,0,2,0,92
38.85,10,TN,378,1234567890132290,3,jkxomawzphlvd@charter.net,0,10,1,38.85,3083,11,0,0,0,0,0,1,0,14
10.36,19,TN,374,1234567890166940,3,nxabkssiolegr333@comcast.net,0,19,1,10.36,875,11,0,0,0,0,0,1,1,57
12.95,22,AK,9,1234567890178440,2,rypvzzrksfqyc@msn.com,0,22,0,12.95,742,14,0,0,0,1,0,1,0,72
12.95,20,IL,605,1234567890125880,3,rvnxqikjhfsep@aol.com,0,20,1,12.95,2066,9,0,0,1,1,0,1,0,4
38.85,0,CA,907,1234567890193750,3,vydfwxbgxoire@aol.com,0,0,1,38.85,5100,15,0,0,1,1,0,1,0,94
38.85,17,FL,324,1234567890151830,3,granlocgmhqga@knology.net,1,17,0,38.85,-6666,19,0,0,1,0,0,1,0,41
10.36,16,NC,273,1234567890143100,0,fcgfpkuyihvnr@triad.rr.com,1,16,0,10.36,5291,7,0,0,0,0,0,2,0,27
49.95,10,NV,891,1234567890182330,1,hpivrfxmefyke@earthlink.net,1,10,1,49.95,-2503,9,0,0,1,0,0,1,0,78
38.85,13,TX,794,1234567890181620,3,cjgyegjvoxdhl.@avdf.edu,0,13,0,38.85,5910,21,0,0,1,0,0,1,0,77
25.9,14,NY,127,1234567890137890,3,yylvqsovcckbo@yahoo.com,1,14,1,25.9,5377,6,0,0,1,1,0,1,0,21
49.95,2,MI,483,1234567890156410,0,izlxxfuilukpl@yahoo.com,0,2,0,49.95,-278,18,0,0,1,0,0,1,0,44
25.9,13,NJ,88,1234567890175900,0,nziqpggovlxbh@aol.com,0,13,0,25.9,-5595,14,0,0,1,0,0,1,0,70
12.95,3,NV,890,1234567890157930,3,qrimookjjmpky@msn.com,0,3,0,12.95,-2287,17,0,0,1,1,0,1,0,46
12.95,19,CA,922,1234567890125380,2,adswclxkudfxt@dc.rr.com,1,19,0,12.95,-8197,25,0,0,0,0,0,1,0,3
12.95,12,LA,708,1234567890142950,3,zwzihwgzxohnq@cbbtr.com,1,12,1,12.95,4586,12,1,0,1,1,0,3278,1,45
38.85,22,NY,100,1234567890158430,3,haalqmvkevetu@aol.com,0,22,0,38.85,-478,8,0,0,0,0,0,1,0,46
38.85,10,CA,928,1234567890127520,3,dwbajownqpgqz12@aol.com,1,10,1,38.85,456,9,0,0,1,1,1,2,0,83
12.95,13,GA,303,1234567890180030,0,ybdohzywlrrha01@comcast.net,0,13,1,12.95,3222,16,0,0,0,0,0,1,0,75
10.36,1,CA,913,1234567890182200,4,hqnknbpsxdmtm@hotmail.com,1,1,1,10.36,5057,21,0,0,1,1,0,1,0,78
38.85,20,FL,340,1234567890192200,0,qeewgbzccjapq993@earthlink.net,0,20,1,38.85,-9043,7,0,0,0,1,0,1,1,91
,15,CA,945,1234567890147320,2,ourqfqqgvqisu@rs.af.mil,1,15,1,12.95,3604,11,0,0,0,0,0,2,0,32
10.36,11,PA,150,1234567890123770,2,fjubgsrzoohac@hotmail.com,0,11,1,10.36,-5098,21,0,0,1,1,0,1,0,25
38.85,20,CA,923,1234567890174730,3,gswvchgpjblof@aol.com,1,20,0,38.85,794,11,0,0,1,1,0,1,0,68
38.85,0,FL,330,1234567890171930,3,lrbrgatuksepp17@hotmail.com,1,0,0,38.85,5417,8,0,0,1,1,0,1,0,65
12.95,9,TX,770,1234567890164620,3,uhznachrnzvxr@houston.rr.com,1,9,1,12.95,3062,8,0,0,0,0,0,1,0,55
49.95,0,CA,921,1234567890161600,2,wuqxjtzphfxtj@sbcglobal.net,0,0,0,49.95,-4060,6,1,0,1,1,0,2,0,51
49.95,10,PA,189,1234567890132300,3,avwnpryjzdxax@verizon.net,1,10,0,49.95,-1528,21,0,0,1,1,0,2,0,14
10.36,10,NY,113,1234567890124370,1,ktnzhbxemqset@yahoo.com,0,10,0,10.36,-3991,16,0,0,0,0,0,2,0,2
12.95,17,CA,925,1234567890139220,3,jwsvbjywehtfd@mchsi.com,0,17,0,12.95,2621,23,0,0,0,0,0,1,0,22
12.95,22,IL,626,1234567890196010,2,xwutzoiglzwmt@verizon.net,0,22,0,12.95,-10401,18,0,0,1,0,0,1,0,97
38.85,18,WA,983,1234567890196620,1,yszrgznfqrehz@lycos.com,0,18,0,38.85,5891,17,0,0,0,1,0,1,0,98
38.85,12,WA,981,1234567890178720,3,ejhgvopqcgsun@softhome.net,0,12,1,38.85,-5798,8,0,0,0,1,0,1,0,73
10.36,22,FL,336,1234567890169150,2,lvlnsovoxmyms69@gmail.com,1,22,0,10.36,7474,7,0,0,1,0,0,4,1,60
,10,FL,334,1234567890195500,2,xvuugzyckelte9@aol.com,0,10,0,38.85,-4462,6,1,0,1,0,0,1,0,97
38.85,20,NY,146,1234567890173740,3,oyzblfxzzqhfr1793@gmail.com,0,20,1,38.85,5454,7,0,0,0,0,0,1,1,67
,13,MD,212,1234567890168180,3,kiaeeprlfxkrn@yahoo.com,0,13,1,12.95,3386,23,0,0,0,0,0,1,1,97
12.95,20,IL,600,1234567890173800,0,azrwffpbkbqxv@aol.com,1,20,0,12.95,-2517,14,0,0,1,0,0,1,0,67
38.85,18,NY,113,1234567890165110,0,leaoegepcqmbx@hotmail.com,0,18,1,38.85,4506,8,0,0,0,0,0,1,1,55
0,14,LA,708,1234567890128730,4,pugrmyvovmvyp@cbbtr.com,0,14,0,0,7374,12,0,0,1,1,0,364,1,9
12.95,11,CA,900,1234567890132360,3,zmvsxttnqybax@zjnfc.rr,0,11,0,12.95,-6073,6,0,0,0,1,0,1,0,14
10.36,21,TX,776,1234567890185700,2,naewoxeqpxpib084@aol.com,0,21,0,10.36,7361,16,0,0,0,0,0,1,1,82
25.9,5,VA,222,1234567890137440,3,mbalajxhubhmp@mindspring.com,0,5,1,25.9,1304,9,0,0,1,0,0,1,0,21
12.95,10,FL,329,1234567890183970,3,dnnxtpiddkdrj@ngc.com,0,10,1,12.95,1498,9,1,0,0,0,0,1,0,80
25.9,14,AZ,853,1234567890164870,3,nxcvjqzzbddwp2222@cox.net,1,14,1,25.9,1586,10,0,0,1,1,0,2,0,55
38.85,17,CA,956,1234567890156130,3,cmoztpwyzhciu44@comcast.net,1,17,1,38.85,-2434,6,0,0,1,1,0,1,0,43
10.36,16,CA,941,1234567890176230,2,evtcrcbklwsql@aol.com,0,16,1,10.36,-1056,6,0,0,1,0,0,1,0,70
11.01,1,CA,959,1234567890125950,2,yobfcwwophoyk@gabel.com,1,1,1,11.01,2790,7,0,0,0,0,0,2,0,40
,0,CA,923,1234567890150980,3,qqlfvhppslmsx737@yahoo.com,1,0,1,38.85,3360,20,0,0,1,1,0,1,0,37
31.08,17,IL,600,1234567890164330,2,jfzfasbexswlv@theautobarn.com,0,17,1,31.08,3149,21,0,0,1,1,0,1,1,80
12.95,23,TX,765,1234567890159280,3,eylzroavsvfxc@hot.rr.com,1,23,1,12.95,6060,10,0,0,0,1,0,1,0,94
59.4,11,CA,941,1234567890164000,3,xijylrhzoprpe@hotmail.com,0,11,1,59.4,4369,7,0,0,0,1,0,1,1,54
12.95,11,MD,207,1234567890161830,3,ubjtwowddtuos@rrjahr.com,1,11,0,12.95,-611,19,1,0,0,0,0,1,0,51
49.95,21,MN,554,1234567890133780,2,rdmhxxvplzodx@hotmail.com,0,21,0,49.95,6297,7,0,0,1,0,0,1,0,15
38.85,12,CO,805,1234567890142090,3,qiidsoxruopva@direcway.com,1,12,0,38.85,-9184,22,1,0,0,0,0,1,0,26
49.95,16,CA,921,1234567890141600,2,bthjswzsasjyu01@san.rr.com,1,16,0,49.95,-2938,15,0,0,1,0,0,2,0,25
38.85,13,IA,522,1234567890158670,3,decqsqqfxecsw@hotmail.com,1,13,0,38.85,856,23,0,0,1,0,0,1,0,47
49.95,16,TX,787,1234567890173610,3,qfiunzvgzxaje@aol.com,1,16,0,49.95,3849,17,0,0,0,0,0,1,0,67
38.85,17,CA,913,1234567890139270,3,nkmcwovnpeyyw@wamu.net,0,17,1,38.85,7264,22,0,0,0,1,0,1,0,22
11.01,11,TX,750,1234567890140670,2,oqrlcjgbdsvlu2@hotmail.com,0,11,1,11.01,2212,22,0,0,0,1,0,2,0,24
10.36,17,MO,633,1234567890141130,0,imsjmrgldzfpq823@aol.com,0,17,1,10.36,2057,9,1,0,0,0,0,2,1,58
25.9,14,IN,461,1234567890168200,3,mrxebbpapfwhv@aol.com,0,14,1,25.9,-4362,8,0,0,1,1,0,1,0,59
49.95,13,MI,482,1234567890144900,2,jdnwucjsutmgb1027@aol.com,1,13,1,49.95,-3662,7,0,0,1,1,0,2,0,29
38.85,17,CO,801,1234567890180960,0,ydsmftdqfofyw@ufdzqe.com,0,17,0,38.85,-197,15,0,0,1,1,0,1,0,76
12.95,9,TX,773,1234567890162270,3,kwvgwyeuuvjuk@msn.com,1,9,1,12.95,1097,8,0,0,0,0,0,1,0,66
12.95,13,NY,113,1234567890156720,3,dqdoxdgfyxkbx@msn.com,1,13,0,12.95,3902,15,0,0,0,0,0,1,0,44
38.85,22,IL,600,1234567890146140,3,vgrbcszqiqecx@ohpeiayjnjeyfivywdm.com,0,22,0,38.85,2333,31,0,0,0,0,0,1,0,30
38.85,20,IL,606,1234567890171140,3,awhurkmunqeti@ocerqsvs.com,0,20,0,**,4542,15,0,0,0,0,0,1,0,63
38.85,16,NV,891,1234567890171640,3,hkcckumophfyj77@yahoo.com,0,16,1,38.85,4806,23,0,0,1,1,0,1,0,64
38.85,18,FL,444,1234567890169560,3,jetxsxknkingy100@hotmail.com,0,18,1,38.85,4029,11,0,0,0,0,0,1,0,61
12.95,9,ID,836,1234567890130630,3,lzmrwdpuisods@qwest.net,0,9,1,12.95,2710,6,0,0,1,1,0,1,0,12
12.95,11,IL,605,1234567890162800,2,vawsecpiohpca145@yahoo.com,0,11,1,12.95,2130,18,0,0,0,0,0,1,0,80
38.85,19,CT,66,1234567890161380,3,qrojthpjclrkx@sbcglobal.net,1,19,1,38.85,1599,6,1,0,0,0,0,1,0,50
38.85,12,VA,226,1234567890126520,3,rurknrzhcpmjf@qwrltjtxhxyta.com,1,12,0,38.85,-5052,21,0,0,0,0,0,1,1,6
10.36,14,CA,956,1234567890173010,3,gzrgtgeqftvzg@amwcxpxnvo.com,1,14,0,10.36,3690,10,0,0,0,0,0,2,0,66
59.4,13,MN,551,1234567890197120,3,swdiqcxfhpzyn@hotmail.com,0,13,0,59.4,4940,7,0,0,0,0,0,1,0,99
23.4,13,CO,806,1234567890131550,3,xjdfpeyyrpspr@hotmail.com,0,13,0,23.4,6300,18,0,0,1,1,0,2,0,13
38.85,22,LA,705,1234567890138460,3,rqozaglmxpyuy5511@aol.com,1,22,0,38.85,474,18,0,0,1,1,0,1,0,21
12.95,14,CO,809,1234567890143170,3,wihrkdabcbsxr@hotmail.com,0,14,1,12.95,3223,7,0,0,0,0,0,1,0,66
38.85,18,OH,452,1234567890164280,0,qanhcngioaqhm@cinci.rr.com,0,18,1,38.85,-4457,7,0,0,0,0,0,1,0,54
0,15,LA,703,1234567890156850,4,pugrmyvovmvyp@cbbtr.com,1,15,0,0,845,10,0,0,1,1,0,364,1,44
49.95,11,MI,483,1234567890186070,2,glfeedwknlzdu@aol.com,1,11,0,49.95,-4356,9,0,0,1,0,0,1,0,83
31.08,10,CA,934,1234567890172070,3,czuhzxhualptk777@sbcglobal.net,1,10,1,**,4873,23,0,0,0,0,0,1,0,65
38.85,11,MD,207,1234567890191680,2,fmvazloejegrb@mindspring.com,0,11,0,38.85,1757,21,0,0,0,0,0,1,0,91
25.9,16,FL,333,1234567890149810,3,ojinkbdlnjpju95@earthlink.net,1,16,0,25.9,3022,8,0,0,1,0,0,1,0,35
12.95,12,FL,330,1234567890171420,2,ygowkceuxyblg80@hotmail.com,1,12,0,12.95,5975,7,0,0,1,0,0,1,0,64
12.95,8,MI,481,1234567890157250,3,pnodkmhemicvs@qutmpttoqqjperoenllw.com,1,8,1,12.95,2667,8,1,0,0,0,0,1,0,45
12.95,22,MD,207,1234567890161530,2,sgfsmmwgcyvnn@msn.com,1,22,1,12.95,969,21,0,0,1,1,0,1,0,50
12.95,16,CA,925,1234567890149840,3,npyngqggvtknt07@hotmail.com,0,16,0,12.95,6935,20,0,0,0,0,0,1,0,35
12.95,16,CA,911,1234567890129610,3,tdpmavxvmobbz22001@yahoo.com,1,16,1,12.95,4267,8,1,0,0,0,0,1,0,10
12.95,11,FL,322,1234567890130050,3,gdnoeblotjhes@comcast.net,0,11,1,12.95,4072,6,1,0,1,1,0,1,0,35
38.85,19,MI,481,1234567890134490,0,pfetnfstszoyx@hotmail.com,0,19,1,38.85,1536,9,0,0,1,0,0,2,0,16
0,12,LA,708,1234567890192580,4,zwzihwgzxohnq@cbbtr.com,0,12,0,0,4309,12,0,0,1,1,0,3278,1,92
12.95,15,GA,303,1234567890183430,3,bbrzduclptawk@gmail.com,0,15,1,12.95,2539,10,0,0,0,0,0,1,0,79
38.85,9,CA,923,1234567890126020,3,shtautqvwrayo@hotmail.com,1,9,1,38.85,4558,11,1,0,0,0,0,1,0,5
38.85,23,IL,618,1234567890189220,3,syxtfbeugglau9000@aol.com,0,23,0,38.85,1214,9,0,0,0,0,0,1,0,87
38.85,18,PA,160,1234567890177540,3,cadmgshshfdlx@aol.com,0,18,1,38.85,6134,6,0,0,1,1,0,3,0,71
38.85,1,WI,531,1234567890193570,3,cfwayoofqjvva@excite.com,1,1,1,38.85,1196,21,0,0,1,0,0,1,0,98
12.95,15,CA,954,1234567890171610,3,jgqbghqobhjfs1234@aol.com,0,15,0,12.95,-5065,17,0,0,0,0,0,1,0,64
38.85,10,NH,38,1234567890147110,3,jlqpmbujbexni@hotmail.com,1,10,1,38.85,1373,10,0,0,0,0,0,1,1,32
12.95,12,AZ,850,1234567890139970,3,zlgkpwiwwxmux@msn.com,0,12,1,12.95,50,18,0,1,0,0,0,1,1,72
38.85,18,CA,923,1234567890171750,2,vhiefkhqovcgf5@netscape.net,0,19,1,38.85,-2268,9,0,0,0,0,0,1,0,64
,5,IL,604,1234567890144590,0,apistqneflnya@comcast.net,1,5,1,25.9,-3161,20,0,0,1,1,0,1,0,51
38.85,15,NJ,73,1234567890149750,2,olhwrmiqcwgcw@yahoo.com,0,15,1,38.85,3733,12,0,0,1,0,0,1,0,35
38.85,15,IL,606,1234567890130860,3,nssxtfrxqzbdf@yahoo.com,1,15,1,38.85,-3414,9,0,0,1,0,0,1,0,12
12.95,10,TX,786,1234567890164690,3,mzimswmpafyqu@cox-internet.com,1,10,0,12.95,-1996,6,0,0,0,0,0,2,0,55
12.95,17,AZ,857,1234567890140230,3,qiuuwozqkzwiw1@aol.com,0,17,0,12.95,-6641,8,1,0,0,0,0,2,1,33
38.85,12,CA,945,1234567890125680,3,djcrrymvqifqe@kp.org,0,12,1,**,2376,13,0,0,1,1,0,1,0,4
12.95,15,CA,956,1234567890195720,3,gyjfychswbbpy2@aol.com,1,15,0,12.95,-5957,18,0,0,0,0,0,1,0,97
38.85,16,CA,926,1234567890125770,3,lynmaxkmzhnaf@aol.com,0,16,1,38.85,4829,9,0,0,0,0,0,1,0,4
38.85,11,SC,290,1234567890190760,3,hqkdlnocmrllm@aol.com,1,11,0,38.85,5450,15,0,0,0,0,0,1,0,90
,3,IN,473,1234567890145450,2,frifbthozibrn3@yahoo.com,0,3,1,12.95,852,9,0,0,1,0,0,1,0,30
38.85,1,MI,483,1234567890182950,3,sttzdtqskapfb@xoiahzd.org,0,1,0,38.85,-424,8,0,0,0,0,0,1,0,79
0,12,LA,704,1234567890183240,4,zwzihwgzxohnq@cbbtr.com,1,12,0,0,4602,10,0,0,1,1,0,3278,1,79
38.85,15,CA,919,1234567890139140,3,dhbrbvwibestg@cox.net,0,15,0,38.85,344,13,0,0,0,0,0,1,0,22
12.95,11,CA,900,1234567890132340,1,rzkappdusuzrp@aol.com,0,11,0,12.95,6161,24,0,0,0,0,0,1,0,14
38.85,14,MS,390,1234567890191840,0,ypihcumvvxiel@bellsouth.net,0,14,0,38.85,-3536,23,0,0,1,0,0,1,0,91
10.36,13,NJ,87,1234567890145730,3,jbewagmiggfkx113@msn.com,0,13,1,10.36,884,8,1,0,1,1,0,1,0,30
31.08,14,CA,920,1234567890193450,3,bpzpxprenpurp@rdgaxyr.com,0,14,1,31.08,233,7,0,0,0,0,0,1,0,93
12.95,21,VA,234,1234567890185740,3,kikygcmaozkvu@yahoo.com,1,21,0,12.95,3301,21,0,0,0,0,0,1,0,82
12.95,10,MD,212,1234567890163990,3,mkbehcoklfppf@earthlink.net,0,10,0,12.95,3653,21,1,0,1,0,0,1,0,54
12.95,14,CA,913,1234567890146590,3,cajyygxbikfiq32@yahoo.com,0,14,1,12.95,535,9,0,0,1,1,0,1,0,31
38.85,20,CA,949,1234567890195960,0,lwwebntgjbrsc@comcast.net,0,21,0,38.85,-6595,23,0,0,1,0,0,1,0,97
12.95,17,NY,125,1234567890138150,3,sfigribbhhyfg@hotmail.com,1,17,1,12.95,3232,21,0,0,1,0,0,1,0,21
12.95,8,FL,328,1234567890133140,3,qrkmysjosqqgr.@lmco.com,1,8,1,12.95,1261,9,0,0,0,0,0,1,1,15
38.85,10,IL,606,1234567890174280,0,mpmxmltwomaaj3@aol.com,1,10,0,38.85,-8914,8,0,0,1,0,0,1,0,68
12.95,10,MI,483,1234567890185290,2,skhdlfoyecabl@ameritech.net,1,10,0,12.95,-3147,23,0,0,0,0,0,1,0,82
33.03,15,NJ,70,1234567890164960,3,dlowqzaoyflwd@pbdx.edu,0,15,1,33.03,3370,8,0,0,1,1,0,1,0,55
,12,NJ,78,1234567890190840,3,adhvjksqwkvvb13@optonline.com,0,12,1,12.95,4635,21,0,0,1,1,0,1,0,90
38.85,15,NC,274,1234567890139100,3,pmzvebjvsklng5836@yahoo.com,0,15,1,38.85,-345,9,0,0,1,1,0,1,0,22
38.85,8,MN,559,1234567890179850,2,wacmstuxmebjd9944@yahoo.com,0,8,0,38.85,1860,22,0,0,0,0,0,1,0,75
12.95,21,ME,44,1234567890157840,3,gqqhvuvswvyne@esxzatf.com,1,21,1,12.95,-4217,8,0,0,0,0,1,1,0,45
49.95,14,NC,275,1234567890197170,3,vfubzxomujxdw@yahoo.com,0,14,0,49.95,-2619,8,0,0,1,0,0,1,0,99
12.95,15,NY,109,1234567890193530,2,wlcwmmdhggyyh732@yahoo.com,1,15,1,12.95,-4842,18,0,0,1,1,0,4,0,93
12.95,17,TX,770,1234567890142290,3,jztywgaspxuqn0007@aol.com,1,17,1,12.95,1262,6,0,0,0,0,0,1,0,26
49.95,12,CA,920,1234567890183210,3,tlqruhygmuhrs@hdtvekjwtcnvcja.com,0,12,0,49.95,-223,8,0,0,0,0,0,2,1,79
31.08,11,MD,207,1234567890184050,3,zzzcqojzchuld@sncxb.org,1,11,1,31.08,-794,7,1,0,0,0,0,1,0,80
38.85,12,CA,949,1234567890172880,3,ygkskqschwjmx127@sbcglobal.net,1,12,1,38.85,1956,10,0,0,1,1,0,1,0,66
9.71,18,NC,276,1234567890186450,3,ernmywbjwwhol@mindspring.com,1,18,0,9.71,-6055,24,0,0,0,0,0,1,0,83
12.95,17,IL,606,1234567890189530,1,bspcacwchsqql@hotmail.com,1,17,1,12.95,859,9,1,0,1,1,0,3,0,88
12.95,7,GA,300,1234567890178550,3,qwbyqehrtullf8@hotmail.com,0,7,1,12.95,-415,25,0,0,1,1,0,1,1,76
12.95,11,WA,992,1234567890132360,3,peumcaqthlygm12000@yahoo.com,1,11,0,12.95,950,23,0,0,0,0,0,1,0,14
10.36,13,CA,945,1234567890162840,3,pahphchnffrvu7399@yahoo.com,1,13,0,10.36,5114,6,1,0,1,1,0,1,0,52
10.36,19,TX,791,1234567890124020,3,fonqskdlekkvw90210@yahoo.com,0,19,1,10.36,-3056,13,0,1,0,0,0,1,1,1
38.85,23,MO,641,1234567890174010,2,qlpnlzlszfrru@umr.edu,0,23,0,38.85,6412,20,0,0,0,0,0,1,0,67
12.95,19,NC,282,1234567890147470,3,oyquwtxpuuxvo@aol.com,0,19,1,**,5064,10,0,0,1,1,0,1,0,32
12.95,19,GA,300,1234567890166950,3,xrsipocfeghyg@aol.com,1,19,0,12.95,1428,14,0,0,0,0,0,1,0,57
12.95,16,NC,276,1234567890174730,1,xtsaavwxzxbhp2762@earthlink.net,0,16,1,12.95,-806,21,0,0,1,1,0,2,0,89
38.85,13,GA,315,1234567890151280,3,lozqaxxpsgndq@tds.net,0,13,0,38.85,-3275,16,0,0,1,0,0,1,0,37
12.95,18,TX,760,1234567890189610,0,iufqvrjhpcbkb@msn.com,0,17,0,12.95,-6775,22,0,0,0,0,0,1,0,88
32.37,12,CA,928,1234567890194000,2,qxfbcegcazcth@msn.com,0,12,0,32.37,-2360,19,0,0,1,0,0,1,0,94
12.95,21,NY,100,1234567890149370,2,erjrkduajugrg@lgblp.com,0,21,1,12.95,5827,14,0,0,0,1,0,1,0,62
0,15,LA,708,1234567890193520,4,zwzihwgzxohnq@cbbtr.com,0,15,0,0,6997,17,0,0,1,1,0,3278,1,93
25.9,16,CA,920,1234567890139010,3,ixhkuerllitft@clintmiller.com,0,16,1,25.9,-5426,7,0,0,0,1,0,2,1,48
38.85,9,NJ,88,1234567890183930,0,kwenekfcoxjax8736@aol.com,0,9,0,38.85,-224,18,0,0,0,0,0,1,0,80
0,12,LA,707,1234567890142860,4,pugrmyvovmvyp@cbbtr.com,0,12,0,0,4831,10,0,0,1,1,0,364,1,27
38.85,12,CA,934,1234567890127210,2,nzqycfdavpwyz@yahoo.com,0,12,1,38.85,351,22,0,0,1,1,0,2,0,80
12.95,16,AL,358,1234567890142260,2,hawkgmifmayut@asjekghpkhhmpxax.com,0,16,0,12.95,3403,28,0,0,1,0,0,1,0,26
25.9,16,IL,605,1234567890143770,3,tqoasehddhhuw1975@sbcglobal.net,0,16,0,25.9,3725,11,0,0,0,0,0,2,0,28
12.95,15,AZ,852,1234567890151500,3,tuzfrzmiqwdpw@ywdaobsmxvp.com,0,15,1,12.95,1509,10,0,0,1,0,0,1,0,84
38.85,17,VA,233,1234567890183550,2,xfamghfyrewda2002@yahoo.com,0,17,0,38.85,2061,22,0,0,0,0,0,1,0,79
25.9,19,GA,315,1234567890167660,3,vdjjynetrbpoa@aol.com,0,19,1,25.9,1736,9,0,0,0,1,0,2,0,58
12.95,23,MI,482,1234567890196060,3,wupixnizrnrxi404@aol.com,0,23,0,12.95,5782,21,0,0,0,0,0,1,1,97
38.85,20,MA,14,1234567890172570,2,trrslcwcngdnd@yahoo.com,0,20,1,38.85,1132,9,0,0,1,1,0,2,0,65
38.85,20,NC,276,1234567890151630,0,othymyjtvxcsd@yahoo.com,1,20,0,38.85,3443,17,1,0,1,1,0,1,0,37
38.85,14,TX,760,1234567890182520,0,xtglwetdkjizt@exctroglrnewkne.com,0,14,0,38.85,-3359,21,0,0,1,1,0,1,1,78
12.95,8,NY,117,1234567890146380,3,qxvzlbjidvrij@aol.com,0,8,1,12.95,-1776,7,0,1,0,0,0,2,0,93
12.95,6,NJ,89,1234567890161800,3,ddrrmascvxbie@msn.com,0,6,1,12.95,5156,6,0,0,0,0,0,2,0,78
38.85,19,NV,890,1234567890180270,3,asrxunbigfeiy@hotmail.com,1,19,0,**,1460,22,0,0,1,0,0,1,0,75
38.85,19,TN,372,1234567890144320,0,xrfatzjkhlgzx@bellsouth.net,0,19,0,38.85,-11580,21,0,0,1,0,0,1,0,28
31.08,16,SC,296,1234567890136010,3,enyqstkyzjsto@yahoo.com,0,16,1,31.08,-699,9,0,0,0,0,0,2,0,55
10.36,17,MD,208,1234567890186360,3,pbffbizxknfni@yahoo.com,1,17,0,10.36,-3478,25,0,0,1,1,0,1,1,83
38.85,16,TX,750,1234567890156100,2,rnxrzhimufgvq@aol.com,0,16,0,38.85,-4322,14,0,0,0,0,0,1,0,43
49.95,12,FL,338,1234567890186900,3,rlejcqctebbcp1006@aol.com,0,12,0,49.95,-5365,17,0,0,1,1,0,1,0,84
32.37,9,WA,980,1234567890179880,3,hodaogettwgof2@hotmail.com,1,9,0,32.37,-2215,20,0,0,0,0,0,1,0,75
49.95,11,WA,985,1234567890127850,1,lxvswvlbiekbm@comcast.net,1,11,0,49.95,-4826,24,0,0,1,0,0,1,0,8
12.95,20,NJ,79,1234567890141130,3,ovntiyuvupnlx39@aol.com,0,20,1,**,-1033,6,0,0,0,0,0,2,0,25
38.85,7,CA,905,1234567890128460,3,svmxpbculvsew@socal.rr.com,1,7,0,38.85,20,16,0,0,1,1,0,1,0,9
49.95,2,IL,606,1234567890167820,3,cidiaojysvftm@yahoo.com,0,2,0,49.95,783,19,1,0,0,0,0,1,0,59
12.95,14,GA,306,1234567890177360,2,onckuatjhbgux@aol.com,0,14,1,12.95,-5585,10,0,0,1,1,0,2,0,71
12.95,19,AZ,852,1234567890148090,0,bftxwpubljxfz3@cox.net,0,19,0,12.95,-7060,17,0,0,0,0,0,1,0,33
12.95,8,GA,303,1234567890188700,0,yrlwczejhurfq.@accenture.com,0,8,0,12.95,2138,29,0,1,0,0,0,1,0,87
38.85,21,CT,67,1234567890179710,0,foomlketilfuz@aol.com,0,21,0,38.85,-7924,17,0,0,1,1,0,1,0,74
12.95,12,FL,329,1234567890192600,2,vowiimcvhkbqd@aol.com,1,12,0,12.95,-5766,15,0,0,1,0,0,1,0,92
12.95,22,AL,352,1234567890139470,3,xagzgdyucfuhj@aol.com,0,22,1,12.95,4563,10,0,0,1,1,0,1,0,62
12.95,15,FL,330,1234567890138000,2,ehjzqvcwdluze@yahoo.com,0,15,0,12.95,3815,21,1,0,1,1,0,2,0,21
49.95,11,ID,837,1234567890127800,2,hhicbqhskgphk@msn.com,1,11,0,49.95,-2262,8,0,0,1,0,0,1,0,8
0,12,TX,770,1234567890152040,4,zwzihwgzxohnq@cbbtr.com,1,12,0,0,3574,12,1,0,1,1,0,3278,1,38
12.95,9,IN,473,1234567890168700,3,gnquhqacbaorv@comcast.net,0,9,0,12.95,2974,21,0,0,1,1,0,1,0,60
25.9,2,CA,945,1234567890160720,3,glxumruzjugxy1@netzero.net,1,2,1,25.9,-28,9,0,0,0,0,0,1,0,50
11.01,11,CA,958,1234567890171330,3,zwimqdhxxibjf@hotmail.com,1,11,1,11.01,1987,21,0,0,1,0,0,2,0,64
12.95,23,LA,708,1234567890161580,3,lizarlocjhlxj@yahoo.com,0,23,1,12.95,5151,8,1,0,1,0,0,1,0,50
49.95,21,NC,274,1234567890146130,3,jrbszdssxqpze@earthlink.net,1,21,1,49.95,2071,12,0,0,0,0,0,1,0,30
12.95,19,CA,940,1234567890137210,3,okdnglwslwgnx@remote-electronics.com,1,19,1,12.95,4952,10,1,0,0,0,0,3,1,20
